,text,class_id,website
394,http://mediamatters.org/,0,mediamatters4america
395,"On March 24, Olmo Parenti filmed inside Milan's Polyclinic, one of the main hospitals fighting the coronavirus pandemic in the country. Inside, every bed was filled. ""Seeing people one step away from dying kills a little part of you,"" Parenti said, ""even when you don’t know anything about them."" Read more: https://www.theatlantic.com/video/index/608854/coronavirus-hospital-italy/

""One Meter Away"" was directed by Olmo Parent (https://www.instagram.com/olmaster). It is part of The Atlantic Selects, an online showcase of short documentaries from independent filmmakers, curated by The Atlantic.

Subscribe to The Atlantic on YouTube: http://bit.ly/subAtlanticYT",0,The Atlantic
396,"Today, Media Matters for America announced a multi-city radio ad campaign aimed at educating listeners about Rush Limbaugh's 46 personal attacks on Georgetown law student Sandra Fluke. Besides calling her a ""slut"" and a ""prostitute,"" the ad notes that over the course of three days, Limbaugh claimed Fluke is having so much sex ""it's amazing she can still walk"" and said she should post sex ""videos online so we all can watch.""",0,mediamatters4america
397,"Bill Hader talks with the New Yorker deputy editor of Talk of the Town, Lizzie Widdicombe, on what it’s like working for “South Park” and coming up with the Kanye West fish-sticks episode.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Bill Hader on Writing the ""South Park"" Kanye Fish-Sticks Joke | The New Yorker Festival",0,The New Yorker
398,"Everyone knows Nazis suck, we fought whole war over it. But you know what? Antifa sucks, too. The KKK sucks and so does Black Lives Matter. 

They’re two sides of the same racist coin, and we need to start calling them out for the violent losers they are, no matter what side they claim to be a part of.



Subscribe to MRCTV's YouTube channel: https://www.youtube.com/channel/UCpugeZUO4F8H7YC_H_EDirA/?sub_confirmation=1
Visit MRCTV's website: https://www.mrctv.org/
Find MRCTV on Facebook: https://www.facebook.com/mrctv
Follow MRCTV on Twitter: https://twitter.com/mrctv",1,MRCTV
399,,0,Daily Kos
400,"Just this week, Facebook CEO Mark Zuckerberg was on Capitol Hill to face questions about privacy and how his company uses your personal information. The same questions could be asked about those popular home DNA test kits.. and what the companies behind them do with your genetic information. Our Lisa Fletcher investigates the promise and profits of DNA. 

---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
401,"As my granny used to say, “We can’t have shit to ourselves.”

White people using black and brown emojis has been a thing for a while now, and one lady wrote me an email asking me to address why that practice should be seen as wrong.

In this episode of Auntie Unfiltered, I discuss the importance of representation and why non-black people using black emojis is not a show of solidarity—not the least of which is, why would you pick such a lazy way to show “solidarity”?

Watch the episode and let me know what you think in the comments.

-
Monique Judge

https://www.theroot.com/auntie-unfiltered-white-people-using-black-and-brown-e-1843344764",0,The Root
402,"We begin with a very American debate that’s underway in Europe where a quickly-expanding Muslim population is testing tolerance on all sides. Nowhere is the discussion more heated than in Denmark. In three short decades, that small country has gone from almost no Muslims… to hundreds of thousands…a bigger proportion of the population than other European nations. The resulting culture clash is raising issues of freedom of speech and religion. Our cover story is The Danish Debate.

---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
403,"In an exclusive Newsmax Health interview, Dr. Joel Fuhrman, author of the ""Eat to Live Cookbook,"" reveals three foods you should eat every day and how to boost your diet to lose weight, reverse disease, and live longer.",1,Newsmax TV
404,A pro-Trump college student from Edinburgh University in Scotland is potentially in hot water for mocking jihadis over social media — after a former leader of an ethnic minority group on campus filed a complaint. The complaint alleged the student’s comments put “minority students at risk and in a state of panic and fear.”,1,LifeZette
405,"In a Monday news conference, Secretary of State Antony Blinken told the American people they are on the hook to help not only the nation overcome COVID-19, but also the rest of the world.

For more news, visit our site: https://www.westernjournal.com/

Facebook: https://www.facebook.com/WesternJournal/
Twitter: https://twitter.com/WestJournalism",1,The Western Journal
406,"French singer Lou Doillon stopped by Jezebel to talk to us about her thoughts on love and heartbreak as well as what it was like writing the new album. She even sang a song for us and trust us she was great.

Read more: http://themuse.jezebel.com/french-goddess-lou-doillon-taught-us-how-to-love-again-1760132027

Subscribe to Jezebel:  https://goo.gl/XNsnCJ

Visit us at: http://www.jezebel.com/
Like us at: https://www.facebook.com/jezebel
Follow us at: https://twitter.com/jezebel
View us: https://www.instagram.com/jezebel

Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY
The Root: https://goo.gl/QMOjBE",0,Jezebel
407,"Facing a tough re-election campaign in the fall, President Obama was treated to the sharpest, most well-crafted questions on pop culture and how nice it is to be Barack Obama.

http://www.aim.org",1,Accuracy in Media
408,"Dr. Robert Epstein told Sen. Ted Cruz (R-TX) on Tuesday that Google can manipulate votes by using tools that they have at their disposal exclusively, and that no one can counteract them. Epstein warned the senator of big tech election meddling during his testimony before the Senate Judiciary Committee Hearing on ""Google and Censorship through Search Engines"" on Tuesday.",1,Breitbart News
409,"Since the release of our North Carolina Voter Fraud investigation on Tuesday the reaction has again been swift.

According to a report on the Daily Caller and ABC News, the administrators we interviewed at the University of North Carolina are being disciplined. 

Chancellor Holden Thorp stated to ABC News, ""While the scenarios described in the video were false, some of our administrators responded inappropriately, and we are taking disciplinary action against those who used poor judgment in their approach to these student imposters."" 

The investigation also sparked discussion of a consensus bill on Voter ID in the North Carolina legislature.  Note that Governor Beverly Perdue vetoed legislation that previously passed.

Additionally, other organizations have reviewed our check of jury forms against the voter rolls and have found one individual, Mr. Romero, apparently became a naturalized citizen after refusing jury duty on the grounds of being a non-citizen.

Another individual appears to have perjured himself on the jury refusal form despite also being a naturalized citizen.

Project Veritas' journalists were offered ballots and encouraged to vote despite raising red flags with outlandish behavior -- such as speaking Spanish while asking to retrieve a foreign passport and wearing a ridiculous costume.  However, while our facts were correct in the report, the perception presented in the investigation -- which highlighted the ease in which voter fraud can be committed -- deserves correction in regards to the citizenship status of Mr. Romero and Mr. Gorzkowski. 

More footage coming soon . . .

North Carolina Ballots are offered out in the names of others to total strangers. 
We find people who, according to Jury refusal forms, are listed as non-citizens. These individuals are also registered to vote. In one case the citizen appears to have perjured himself on the Jury-refusal form, since his jury refusal came after his voter registration. All public data is available here: http://www.projectveritas.com/ncsupporting

Ballots are also handed out in the names of others to total strangers. 
A dead voter is listed on the voter rolls. We interview an election Judge who says he only wants to uphold parts of the state constitution. We also interview the following officials at UNC who seemingly embrace voter fraud:
Terri Phoenix -- Director - UNC LGBTQ Center
Dean Blackburn UNC Assistant Dean of Students
Adam Limehouse - Director for the Coalition to Protect All NC Families.

Please Make a donation to ProjectVeritas.com",1,Project Veritas
410,"Donald Trump tells Building Trades union members they supported him, gets booed.",0,Daily Kos
411,"The border wall is one of President Trump’s biggest campaign promises, and after numerous lawsuits and pushback from Congress, it’s getting built. How much of the wall has been built, and how much is it costing?
---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
412,"Fox News host Brian Kilmeade says ""it isn't like Trump is doing this to our kids!""",0,Daily Kos
413,"Bruce Bartlett discusses his November/December 2014 cover story  ""Obama Is a Republican"" with Reihan Salam and Fareed Zakaria on November 9, 2014.",1,The American Conservative
414,http://www.rightwingwatch.org/content/alex-jones-michelle-obama-man-who-murdered-joan-rivers-cover-it,0,RWW Blog
415,"A follow-up to Project Veritas' American Pravda: CNN video again exposes Jimmy Carr, the Associate Producer for CNN's New Day saying he doesn't think he ""said anything wrong.""

Carr was recently featured in Project Veritas' American Pravda: CNN video series, stating that CNN thinks Trump is ""f*cking crazy,"" that Kellyanne Conway looks like she was ""hit with a shovel,"" and that the American voters are 'stupid as sh*t.""

After seeing the first and second Project Veritas video which exposed CNN employees admitting the Russia narrative was ""bullsh*t"" and a ""nothing burger,"" Carr says he ""had a moment of panic."" 

Donate: http://projectveritas.com/donate
Website: http://projectveritas.com/
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://twitter.com/Project_Veritas",1,Project Veritas
416,"John Delaney goes head to head with Elizabeth Warren and Bernie Sanders during the second round of democratic debates.

Read more: 

Jezebel: Celebrity, sex, fashion for women. Without airbrushing. http://jezebel.com",0,Jezebel
417,"Conservative Bloggers Briefing at the Heritage Foundation July 29, 2008 featuring Jordan and Asaf Gal from Primetime Politics and Rep. Michele Bachmann discussing her recent energy tour to the National Renewable Energy Laboratory in Colorado and ANWR drilling.",1,Accuracy in Media
418,"MyPillow CEO Mike Lindell, after an appearance on the network earlier that day, returned to Rob Schmitt Tonight to discuss 'cancel culture' and the state of his company and its loyal customers, his own relationship with Newsmax, how he feels about the political implications of his personal friend Donald Trump on trial in a second impeachment effort, and more. - via Rob Schmitt Tonight, weekdays at 10PM ET on Newsmax TV

Watch Newsmax TV on Directv 349, Xfinity 1115, Dish 216, Spectrum (see channels), Cox, Optimum, U-Verse 1120, FiOS 615, Suddenlink, CenturyLink 1209, Mediacom 277, Fubo, Sling, WOW!, Armstrong, YouTube live stream, or the Newsmax smartphone APP. Find your cable/streaming provider here: http://nws.mx/tv​​​​​​​​​​​​​​​​​​​​

Stay up-to-date at https://www.newsmax.com/​​​​​​​​​​​​​...​

Like Newsmax on Facebook: https://www.facebook.com/newsmax/​​​​...​

Follow Newsmax on Twitter: https://twitter.com/newsmax​​​​​​​​​​...​

Follow Newsmax on Instagram: https://www.instagram.com/newsmax/​​

#Newsmax #MikeLindell #MyPillow",1,Newsmax TV
419,"Dick Armey, the chairman of FreedomWorks, talks to NRO Sen. Bob Bennett (R., Utah).",1,National Review
420,"States increasing restrictions to keep Americans safe...OK.  A Joe Biden national mask mandate...unconstitutional.  Bill O'Reilly explains how the latter would end up in the courts.  Plus, Bill shares some CDC warnings about your Thanksgiving Plans.

No Spin News",1,The First
421,"Donate to help us get to future rallies: http://rsbnetwork.com/donate

Purchase the coins from today's broadcast: http://dismecoins.com

Thursday, October 17, 2019: Join RSBN's Liz Willis, Jordan Parker, Rachel Carroll and cameraman Joe Petry for LIVE coverage from Dallas, TX as President Donald Trump holds a Keep America Great Rally at American Airlines Center. President Trump is expected to speak at 7:00pm CDT.

LIVE: President Donald Trump Holds Rally in Dallas, TX 10/17/19

RSBN LIVE: President Donald Trump Holds Rally in Dallas, TX 10/17/19

#Trump #Rally #Live",1,Right Side Broadcasting Network
422,"The mother of all charges made against the resurrection. Lean about the long hidden tablet in Nazareth, the mystery passages in the Talmud’s Book of Sanhedrin and the amazing passage in which the rabbis bear witness to the resurrection of Messiah.

Did Jesus (Yeshua) really rise from the dead? Or was his body stolen from the sealed tomb guarded by Roman soldiers as the Jewish Sanhedrin charged?

The gospel record is clear on the risen Christ. But what about the charges of the Sanhedrin? Did they even believe their own cover story for the empty tomb?

Messianic rabbi Jonathan Cahn looks at the evidence and finds historical confirmation for the Resurrection of Yeshua in an unlikely source – the rabbinical writings of the Sanhedrin itself.

Jonathan Cahn is the author of ""The Harbinger,"" the #1 bestselling Christian book in America in 2012 – a book that stayed on the New York Times bestseller list longer than any other title. He's also the inspiration for ""The Isaiah 9:10 Judgment,"" the #1 faith movie of 2012. Now, in partnership with WND Films, which produced ""The Isaiah 9:10 Judgment,"" he is releasing some of his finest teachings, delivered at conferences and at his own New Jersey congregation, the Beth Israel Worship Center. If you liked ""The Harbinger"" and ""The Isaiah 9:10 Judgment,"" you will love the rich and abundant biblical teachings of messianic rabbi Jonathan Cahn.",1,WorldNetDaily
423,"Try a month of The Epoch Times for only $1. Get real news other media outlets don't report. Nonpartisan and truthful reporting on US News. ⭕️https://bit.ly/EpochNewspaper

Despite receiving international recognition for their performance on epidemic control, Taiwan was still not invited to this year's World Health Assembly (WHA). On this issue, Taiwanese Minister of Health Chen Shih-chung expressed that the WHO needs Taiwan. President Tsai Ing-wen also visited the Central Epidemic Command Center prior to her inauguration and invited the epidemic control team to attend the ceremony. 

On the eve of May 20th, President Tsai Ing-wen personally visited the Central Epidemic Command Center to invite the national epidemic prevention team to the inauguration ceremony. She also brought in 10 types of “Tainan Good Noodles,” a gift from Huang Wei-cher, the mayor of Tainan.h

Tsai said: “(I brought in) ten kinds of ‘Tainan Good Noodles’ to show my gratitude to you all. May our epidemic prevention efforts be exhaustive in all aspects. Everyone here is a hero in the hearts of our people. I think, in fact, this noodle should later on be called ‘the Heroes’ Noodles.’”

In a video called “The Taiwan Model” it says: “People who are honest are braver than those who deceive themselves.” Tsai posted the video on Facebook on May 19, documenting the ""Taiwan Model"" in every part of society: “Many unsung heroes hold fast to their posts, the government and the people stood united to together protect Taiwan.” Though only 5 minutes long, the video has touched many netizens. The ""Taiwan Model"" also received great international recognition, however, Taiwan was still not invited to the World Health Assembly this year. 

Tsai said, “The Secretariat of the WHO, under pressure, once again turned us down in inviting us to attend the WHA. I want to use this opportunity to seriously express my dissent. Taiwan will not give up its participation in international affairs just because it has been suppressed, and we will continue to work hard.” 
 
Minister of Health Chen also added, “The WHO needs us. Many countries in the world, many leaders and representatives have said, it is not about pleading for Taiwan to join the WHO, but that the WHO also needs Taiwan. (Many) people have seen the Taiwan Model’s success,” in reference to U.S. Secretary of Health Alex Azar’s speech at the WHA in support of Taiwan’s participation. Chen said that the health of 23 million people should never be sacrificed for politics, and that despite the fact that Taiwan has not been able to enter the WHA for more than three years, the world has seen Taiwan’s efforts.

#CCPvirus #Wuhan #Coronavirus#COVID19

Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party
▶️https://ccpvirustruth.com

------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

Follow us on Facebook:
https://www.facebook.com/epochtimes/

WATCH MORE ON YOUTUBE
🔵 [Exclusive investigative report] The first documentary movie on the origin of C.C.P. virus
👉 https://bit.ly/OriginOfVirus

🔵Pompeo to CCP: Respect Hong Kong’s Civil Liberties
👉 https://bit.ly/3bYl96E

🔵 Wuhan Residents Negligently Tested for CCP Virus
👉 https://bit.ly/2A72ecw

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/coronavirus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
424,President Trump stumped a CBS reporter during a White House press conference on Sunday when he asked her if she knew the number of coronavirus cases in the U.S. before Trump issued the travel bans.,1,Breitbart News
425,"America’s Fastest-Growing Newspaper is Now Available on Any Device: 🔵  http://ept.ms/EpochNews
Get real news other media outlets don't report.  ⭕️https://bit.ly/EpochNewspaper

On July 12, the Water Resource Bureau in Hukou county issued an emergency collection announcement. It said that due to the current critical flood situation in the county, emergency materials are in shortage and the local government is in need of woven bags.

This announcement sparked outrage among netizens. Many believe that local governments have developed a habit of asking anything they need from their citizens, and this trend started with the local authorities in Wuhan city, the epicenter of the first CCP virus outbreak in December last year. Netizens said that local authorities call on the people to respond to the floods and to do all sorts of other work. And on top of that, the people still pay taxes but receive no support from the government when they really need it most.

#CCP #Flood

Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party👉 https://rejectccp.com

------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

WATCH MORE ON YOUTUBE
🔵[Exclusive investigative report] The first documentary movie on the origin of CCP virus
👉https://bit.ly/OriginOfVirus

🔵[Special Report] Manipulating America: The Chinese Communist Playbook
👉 https://bit.ly/ManipulatingAmerica

🔵New Documentary Exposing ‘the CCP Method’ | Three-step Method
👉https://bit.ly/TheCCPMethod

🔵Special Report Exploring the Pandemic’s Wall Street Connection
👉https://bit.ly/PandemicWallStreet

🔵 Investigative Report: The Coverup of the Century
👉 https://bit.ly/CoverupOfCentury

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/coronavirus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
426,"Kamala Harris and Joe Biden didn't just have friendly disagreements at the Dem debates. She YELLED at him whenever given the opportunity. Mark Levin asks, How could he choose this nasty woman to be his running mate? WATCH more Mark Levin: https://blazetv.com/levin

► Subscribe to BlazeTV YouTube! https://bit.ly/2KJHuwu

► Join BlazeTV! https://get.blazetv.com/

► Sign up for our NEWSLETTER: https://theblaze.com/newsletters

Connect with us on Social Media: 
http://twitter.com/BlazeTV
http://instagram.com/TheBlazeTV
http://facebook.com/BlazeMedia",1,BlazeTV
427,"New York's first and only all-female mariachi band, Flor de Toloache, let us in on their process for their innovative sound.

Subscribe to Jezebel:  https://goo.gl/XNsnCJ

Visit us at: http://www.jezebel.com/
Like us at: https://www.facebook.com/jezebel
Follow us at: https://twitter.com/jezebel
View us: https://www.instagram.com/jezebel

Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
Splinter: https://goo.gl/BwuJiy
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY
The Root: https://goo.gl/QMOjBE",0,Jezebel
428,"In a WND TV interview, Carl Gallups talks about his new book, Final Warning, along with end-times prophecies that are unfolding in our day.",1,WorldNetDaily
429,"The world's most beautiful black couple, Denzel Washington and Pauletta, tell the story of how they first met.

Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
430,"The infringement of the Second Amendment is clear.
https://www.mrctv.org/blog/ninth-circuit-panel-overturns-ca-large-capacity-ammo-magazine-ban
__________________________
About: MRCTV is an online media platform designed to broadcast conservative values, culture, politics, liberal media bias, and entertainment to a new and diverse audience on a social media optimized site.
Our goal is to break down the boundaries between traditional conservative media and mainstream culture.   

Subscribe: http://bit.ly/2yAUji9

Follow Us
Website: http://www.mrctv.org
Facebook: http://facebook.com/MRCTV
Twitter: http://bit.ly/2z0B9qe

MRCTV is brought to you by the Media Research Center. The mission of the MRC is to create a media culture in America where truth and liberty flourish. The MRC is a research and education organization operating under Section 501(c)(3) of the Internal Revenue Code.",1,MRCTV
431,"Former NYC Mayor and current Trump lawyer Rudy Giuliani comments exclusively on allegations against Democratic nominee Joe Biden, his son Hunter, and more ahead of the presidential election, claiming more 'dirt' on Biden will come out in coming weeks. - with Newsmax TV's Greg Kelly

For breaking news & expert analysis, watch Newsmax TV on DirecTV 349, Xfinity 1115, DISH 216, U-Verse 1120, FiOS 615, Spectrum (see channels), Cox, Suddenlink, WOW!, Live on YouTube, or the Newsmax app. Find your cable/streaming provider here: http://nws.mx/tv

Stay up-to-date at https://www.newsmax.com/

Like Newsmax on Facebook: https://www.facebook.com/newsmax/

Follow Newsmax on Twitter: https://twitter.com/newsmax

Follow Newsmax on Instagram: https://www.instagram.com/newsmax/",1,Newsmax TV
432,"For all the latest news and commentary, visit https://www.ConservativeReview.com ; CR on FB: https://goo.gl/A6Y7ZZ
Ditch the establishment. Join CR for real conservative analysis from 6PM to midnight on Election Day 2016.",1,Conservative Review
433,"John Kasich speaks at a campaign event in New Hampshire, January 2016.

Video by Scott McConnell for The American Conservative.

Follow Scott's dispatches from the campaign trail: theamericanconservative.com/author/scott-mcconnell",1,The American Conservative
434,Herman Cain drops some bombs during the recent Value Voters Summit.,1,Accuracy in Media
435,"UPDATE: BECK HAS SINCE CLARIFIED THAT THESE TWO STATEMENTS WERE UNRELATED:

http://www.rightwingwatch.org/content/what-happened-glenn-becks-scoop-was-going-rock-nation

ORIGINAL POST:

http://www.rightwingwatch.org/content/within-24-hours-glenn-beck-will-break-news-will-rock-nation-and-take-down-entire-power-struc

Glenn Beck says that within 24 hours, his network will break news from a whistleblower that is going to take down the entire power structure.",0,RWW Blog
436,"Both of these candidates have a number of swampy connections and coincidences that we feel you should know about as you consider who to vote for in November.

FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most watched television news channel for more than 16 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.
 
Subscribe to Fox News!  https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
 
Watch full episodes of your favorite shows
The Five: http://video.foxnews.com/playlist/longform-the-five/
Special Report with Bret Baier: http://video.foxnews.com/playlist/longform-special-report/
The Story with Martha Maccallum: http://video.foxnews.com/playlist/longform-the-story-with-martha-maccallum/
Tucker Carlson Tonight http://video.foxnews.com/playlist/longform-tucker-carlson-tonight/
Hannity http://video.foxnews.com/playlist/longform-hannity/
The Ingraham Angle: http://video.foxnews.com/playlist/longform-the-ingraham-angle/
Fox News @ Night: http://video.foxnews.com/playlist/longform-fox-news-night/
 
Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/",1,Fox News
437,"In the video above, Harris talks raising entertainers, filming with her family, and writing her latest single. “It’s just a song that I wrote about my relationships, It’s just my life story,” says Harris.

Read more: 

Jezebel: Celebrity, sex, fashion for women. Without airbrushing. http://jezebel.com",0,Jezebel
438,"49-year-old Gerardo Valerio-Romero’s tab for cancer treatment has all but bankrupted the local jail in Utah, where he’s been charged with six counts of sexually assaulting his own 8-year-old stepdaughter, along with eight felony counts of forgery and one count of illegally possessing someone else’s I.D.",1,MRCTV
439,Fmr Israeli Commander: God Protected us in Battle,1,CBN News
440,"This computer simulation shows the collision of two black holes, a tremendously powerful event recently detected for the first time ever.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Two Black Holes Merge into One | The New Yorker",0,The New Yorker
441,,1,Breitbart News
442,"Project Veritas has released undercover video of former University of Florida athletes discussing the history of physical and mental abuse they experienced at the  discretion of Urban Meyer, the now-embattled head coach of the Ohio State Buckeyes. 
The videos were filmed in separate meetings throughout late 2017 and 2018 across the country, and feature four players that played at various times during Urban Meyer's tenure as head coach of the Florida Gators. 

Buy the book: http://www.americanpravdabook.com 
Website: http://projectveritas.com/ 
Facebook: https://www.facebook.com/ProjectVeritas 
Twitter: https://twitter.com/Project_Veritas",1,Project Veritas
443,"National Review's Jim Geraghty joins host Greg Corombos. Today's topics: Early voting trends in the Louisiana Senate runoff spell bad news for Mary Landrieu, how the GOP will respond to Obama's executive orders on immigration, and Ferguson protesters block traffic in major cities nationwide.",1,National Review
444,"Gregory Stenstrom, a data scientist and expert in security and fraud, testified before the Pennsylvania Senate Republicans that he saw a ""voting machine warehouse supervisor"" insert USB drives into voting machines ""over 24 times"" while Stenstrom was poll watching in Delaware County.",1,Breitbart News
